Region,Key Apps,Team,Priority,Ticket Type,Number,State,Created,Reason,Age,Ageing Bucket,Backlog With,Week_Reported,Month Name,Year,Week,YearWeek
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10146619,Work In Progress,05/01/2021 12:24,Work In Progress,4.48,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Adept,Local,P4 - Minimal,SER,INC10146590,Work In Progress,05/01/2021 12:18,Work In Progress,4.49,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10146482,On Hold,05/01/2021 11:55,Awaiting User input,4.5,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10146402,On Hold,05/01/2021 11:42,Awaiting User input,4.51,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10146381,On Hold,05/01/2021 11:39,Customer unavailable 1st Attempt,4.51,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10145999,Work In Progress,05/01/2021 10:51,Work In Progress,4.55,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10145963,On Hold,05/01/2021 10:48,Customer Testing,4.55,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10145830,On Hold,05/01/2021 10:34,Customer unavailable 1st Attempt,4.56,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10145667,Work In Progress,05/01/2021 10:15,Work In Progress,4.57,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10145609,On Hold,05/01/2021 10:09,Customer unavailable 1st Attempt,4.58,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10145504,On Hold,05/01/2021 10:02,Customer Testing,4.58,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10145331,On Hold,05/01/2021 9:47,Customer Testing,4.59,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10144677,On Hold,05/01/2021 8:32,Customer unavailable 2nd Attempt,4.64,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10144191,On Hold,05/01/2021 7:07,Awaiting User input,4.7,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10144090,On Hold,05/01/2021 6:41,Awaiting User input,4.72,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,Local,P3 - Minor,SER,INC10144037,On Hold,05/01/2021 6:30,Pending Change implementation,4.73,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P4 - Minimal,SR,INC10143919,On Hold,05/01/2021 5:58,Monitoring,4.75,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P3 - Minor,SR,INC10142939,On Hold,05/01/2021 0:23,Awaiting User input,4.98,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P3 - Minor,Incident,INC10142814,On Hold,04/01/2021 23:23,Awaiting User input,5.03,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10142714,On Hold,04/01/2021 22:38,Non IBM 3rd Party Engagement,5.06,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10142501,On Hold,04/01/2021 21:21,Customer unavailable 1st Attempt,5.11,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10142305,On Hold,04/01/2021 20:29,Awaiting User input,5.15,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10142246,On Hold,04/01/2021 20:16,Awaiting User input,5.16,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10142167,On Hold,04/01/2021 19:59,Awaiting User input,5.17,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10142105,On Hold,04/01/2021 19:48,Awaiting User input,5.17,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10142076,On Hold,04/01/2021 19:45,Customer Testing,5.18,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,Local,P4 - Minimal,SR,INC10142044,Queued,04/01/2021 19:33,Queued,5.19,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P3 - Minor,Incident,INC10142007,On Hold,04/01/2021 19:23,Awaiting User input,5.19,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10141987,On Hold,04/01/2021 19:20,Customer unavailable 1st Attempt,5.19,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10141913,On Hold,04/01/2021 19:04,Awaiting User input,5.21,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,JD Edwards,GD,P3 - Minor,SR,INC10141793,On Hold,04/01/2021 18:41,Awaiting User input,5.22,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10141749,On Hold,04/01/2021 18:31,Customer unavailable 2nd Attempt,5.23,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10141650,On Hold,04/01/2021 18:14,Customer unavailable 2nd Attempt,5.24,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10141511,On Hold,04/01/2021 17:48,Customer unavailable 2nd Attempt,5.26,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10141489,On Hold,04/01/2021 17:47,Work not yet due,5.26,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10141394,On Hold,04/01/2021 17:34,Customer unavailable 1st Attempt,5.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10141324,On Hold,04/01/2021 17:26,Awaiting User input,5.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10141309,On Hold,04/01/2021 17:24,Customer unavailable 1st Attempt,5.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10141300,On Hold,04/01/2021 17:23,Work not yet due,5.28,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10141232,On Hold,04/01/2021 17:13,Work not yet due,5.28,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P3 - Minor,SR,INC10141180,On Hold,04/01/2021 17:07,Awaiting User input,5.29,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P4 - Minimal,SR,INC10141149,On Hold,04/01/2021 17:02,Customer Testing,5.29,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10140868,On Hold,04/01/2021 16:28,Awaiting User input,5.31,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10140782,On Hold,04/01/2021 16:19,Awaiting User input,5.32,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P3 - Minor,SR,INC10140713,Work In Progress,04/01/2021 16:13,Work In Progress,5.32,00-30,With IBM,2021-02,Jan,2021,2,202102
NA.,PeopleSoft Ricochet,Local,P3 - Minor,SR,INC10140655,On Hold,04/01/2021 16:06,Awaiting User input,5.33,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10140345,Work In Progress,04/01/2021 15:43,Work In Progress,5.34,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10140186,On Hold,04/01/2021 15:23,Customer unavailable 2nd Attempt,5.36,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10140065,On Hold,04/01/2021 15:17,Non IBM 3rd Party Engagement,5.36,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10139858,On Hold,04/01/2021 14:57,Customer unavailable 2nd Attempt,5.38,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10139605,On Hold,04/01/2021 14:36,Customer unavailable 2nd Attempt,5.39,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10139585,On Hold,04/01/2021 14:35,Awaiting User input,5.39,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10139527,On Hold,04/01/2021 14:30,Awaiting User input,5.4,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10139455,On Hold,04/01/2021 14:32,Non IBM 3rd Party Engagement,5.39,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SER,INC10139215,On Hold,04/01/2021 14:04,Awaiting User input,5.41,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10138962,On Hold,04/01/2021 16:41,Work not yet due,5.3,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10138918,On Hold,04/01/2021 13:29,Customer unavailable 1st Attempt,5.44,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10138785,On Hold,04/01/2021 13:14,Customer unavailable 2nd Attempt,5.45,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10138754,On Hold,04/01/2021 13:12,Awaiting User input,5.45,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10138717,Work In Progress,04/01/2021 13:10,Work In Progress,5.45,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10138514,On Hold,04/01/2021 12:45,Awaiting User input,5.47,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10138343,Work In Progress,04/01/2021 12:23,Work In Progress,5.48,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10138274,On Hold,04/01/2021 12:13,Customer Testing,5.49,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10138117,On Hold,04/01/2021 11:54,Customer unavailable 1st Attempt,5.5,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10138110,Work In Progress,04/01/2021 11:55,Work In Progress,5.5,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SER,INC10138040,Work In Progress,04/01/2021 12:02,Work In Progress,5.5,00-30,With IBM,2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,Incident,INC10138014,Work In Progress,04/01/2021 11:43,Work In Progress,5.51,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137985,Work In Progress,04/01/2021 11:39,Work In Progress,5.51,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137770,On Hold,04/01/2021 11:19,Customer unavailable 2nd Attempt,5.53,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SER,INC10137503,On Hold,04/01/2021 10:56,Hold for Release Planning,5.54,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137374,On Hold,04/01/2021 11:26,Customer unavailable 2nd Attempt,5.52,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137227,Work In Progress,04/01/2021 10:34,Work In Progress,5.56,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10137013,On Hold,04/01/2021 10:16,Awaiting User input,5.57,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10136362,On Hold,04/01/2021 9:28,Customer Testing,5.61,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10136302,On Hold,04/01/2021 9:23,Awaiting User input,5.61,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10136165,Work In Progress,04/01/2021 9:12,Work In Progress,5.62,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10136058,On Hold,04/01/2021 9:02,Customer Testing,5.62,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SER,INC10136031,Work In Progress,04/01/2021 9:00,Work In Progress,5.62,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10136022,Work In Progress,04/01/2021 8:59,Work In Progress,5.63,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10136019,Work In Progress,04/01/2021 8:59,Work In Progress,5.63,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10136005,Work In Progress,04/01/2021 8:58,Work In Progress,5.63,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Adept,Local,P3 - Minor,SR,INC10135986,On Hold,04/01/2021 8:56,Monitoring,5.63,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10135946,On Hold,04/01/2021 8:53,Customer Testing,5.63,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10135465,On Hold,04/01/2021 8:07,Customer Testing,5.66,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,Local,P3 - Minor,Incident,INC10135083,On Hold,04/01/2021 7:12,Monitoring,5.7,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10134952,On Hold,04/01/2021 6:48,Customer Testing,5.72,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10134328,On Hold,04/01/2021 4:15,Awaiting User input,5.82,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10134262,On Hold,04/01/2021 3:55,Monitoring,5.84,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,Local,P4 - Minimal,SER,INC10134225,Work In Progress,04/01/2021 3:41,Work In Progress,5.85,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10133932,On Hold,04/01/2021 2:25,Customer unavailable 1st Attempt,5.9,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,Local,P4 - Minimal,SR,INC10133876,On Hold,04/01/2021 2:06,Awaiting User input,5.91,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10132509,On Hold,02/01/2021 17:55,Awaiting User input,7.25,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10132499,Work In Progress,02/01/2021 17:41,Work In Progress,7.26,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10131710,Work In Progress,01/01/2021 18:35,Work In Progress,8.23,00-30,With IBM,2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10131668,On Hold,01/01/2021 17:45,Awaiting User input,8.26,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10131373,Work In Progress,01/01/2021 10:29,Work In Progress,8.56,00-30,With IBM,2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10131231,On Hold,01/01/2021 6:07,Awaiting User input,8.74,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10184276,On Hold,12/01/2021 23:49,Awaiting User input,4.01,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10184167,On Hold,12/01/2021 23:15,Work not yet due,4.03,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10184123,On Hold,12/01/2021 22:57,Awaiting User input,4.04,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Tango & Condor,Local,P4 - Minimal,SER,INC10183976,Queued,12/01/2021 22:02,Queued,4.08,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10183906,On Hold,12/01/2021 21:32,Non IBM 3rd Party Engagement,4.1,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10183831,On Hold,12/01/2021 21:06,Customer Testing,4.12,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10183691,On Hold,12/01/2021 20:29,Pending Change implementation,4.15,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,Other - NA,GD,P3 - Minor,SR,INC10183563,On Hold,12/01/2021 19:39,Customer unavailable 2nd Attempt,4.18,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Tango & Condor,Local,P3 - Minor,SR,INC10183534,Work In Progress,12/01/2021 19:30,Work In Progress,4.19,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10183444,On Hold,12/01/2021 19:06,Hold for Release Planning,4.2,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,SAP,GD,P3 - Minor,SR,INC10183440,On Hold,12/01/2021 19:02,Awaiting User input,4.21,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10183369,Work In Progress,12/01/2021 18:41,Work In Progress,4.22,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SER,INC10183349,Work In Progress,12/01/2021 18:36,Work In Progress,4.22,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10183235,On Hold,12/01/2021 18:05,Awaiting User input,4.25,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10183144,Work In Progress,12/01/2021 17:46,Work In Progress,4.26,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Tango & Condor,Local,P3 - Minor,SER,INC10183113,On Hold,12/01/2021 17:38,Customer unavailable 1st Attempt,4.26,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,HR.net (Talent Tree),Local,P3 - Minor,SR,INC10183106,On Hold,12/01/2021 17:37,Awaiting User input,4.27,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10183092,On Hold,12/01/2021 17:35,Customer unavailable 2nd Attempt,4.27,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,HR.net (Talent Tree),GD,P3 - Minor,SR,INC10183049,On Hold,12/01/2021 17:25,Awaiting User input,4.27,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Tango & Condor,Local,P3 - Minor,SR,INC10182836,Work In Progress,12/01/2021 17:38,Work In Progress,4.27,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10182824,On Hold,12/01/2021 16:42,Awaiting User input,4.3,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10182780,On Hold,12/01/2021 16:31,Awaiting User input,4.31,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10182759,On Hold,12/01/2021 16:27,Awaiting User input,4.31,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10182748,Work In Progress,12/01/2021 16:26,Work In Progress,4.32,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Tango & Condor,Local,P3 - Minor,SER,INC10182695,On Hold,12/01/2021 16:17,Awaiting User input,4.32,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
APAC,Adept,Local,P3 - Minor,SER,INC10182592,On Hold,12/01/2021 16:02,Hold for Release Planning,4.33,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10182511,On Hold,12/01/2021 15:51,Awaiting User input,4.34,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
EMEA,Other - EMEA,Local,P3 - Minor,SER,INC10182508,On Hold,12/01/2021 15:51,Hold for Production Release,4.34,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,JD Edwards,GD,P3 - Minor,SR,INC10182455,Work In Progress,12/01/2021 15:43,Work In Progress,4.34,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10182344,On Hold,12/01/2021 15:30,Awaiting User input,4.35,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10182254,On Hold,12/01/2021 15:14,Non IBM 3rd Party Engagement,4.37,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10182168,Work In Progress,12/01/2021 14:55,Work In Progress,4.38,00-30,With IBM,2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10181903,On Hold,12/01/2021 14:11,Awaiting User input,4.41,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10181902,Work In Progress,12/01/2021 14:08,Work In Progress,4.41,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10181860,On Hold,12/01/2021 14:03,Awaiting User input,4.41,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
NA.,PeopleSoft Ricochet,Local,P4 - Minimal,SR,INC10181762,On Hold,12/01/2021 13:48,Awaiting User input,4.42,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10181617,On Hold,12/01/2021 13:30,Awaiting User input,4.44,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10181460,Work In Progress,12/01/2021 13:15,Work In Progress,4.45,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SR,INC10181230,On Hold,12/01/2021 12:47,Awaiting User input,4.47,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10181215,On Hold,12/01/2021 12:59,Awaiting User input,4.46,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10180983,On Hold,12/01/2021 12:10,Customer Testing,4.49,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10180832,Work In Progress,12/01/2021 11:52,Work In Progress,4.51,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10180661,On Hold,12/01/2021 11:30,Awaiting User input,4.52,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10180413,Work In Progress,12/01/2021 10:57,Work In Progress,4.54,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10180411,Work In Progress,12/01/2021 10:57,Work In Progress,4.54,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10179988,On Hold,12/01/2021 9:57,Awaiting User input,4.59,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SER,INC10179937,Work In Progress,12/01/2021 9:48,Work In Progress,4.59,00-30,With IBM,2021-03,Jan,2021,3,202103
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10179826,On Hold,12/01/2021 9:34,Awaiting User input,4.6,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
APAC,Adept,GD,P4 - Minimal,SR,INC10179659,On Hold,12/01/2021 9:08,Monitoring,4.62,00-30,With WPP (On Hold),2021-03,Jan,2021,3,202103
